"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 10:33:09 GMT 2024","Wed Feb 28 10:33:21 GMT 2024","11757","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"passed","Wed Feb 28 10:32:46 GMT 2024","Wed Feb 28 10:32:57 GMT 2024","11965","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"passed","Wed Feb 28 10:41:46 GMT 2024","Wed Feb 28 10:43:28 GMT 2024","102660","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"failed","Wed Feb 28 10:31:29 GMT 2024","Wed Feb 28 10:32:22 GMT 2024","53406","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：1
"
"passed","Wed Feb 28 10:33:21 GMT 2024","Wed Feb 28 10:41:46 GMT 2024","504538","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"failed","Wed Feb 28 10:32:57 GMT 2024","Wed Feb 28 10:33:09 GMT 2024","11911","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：6
"
"failed","Wed Feb 28 10:32:22 GMT 2024","Wed Feb 28 10:32:46 GMT 2024","23256","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""0d6e4e9edcb9379daaa5ca451d51ade0e0bceab1"",
""提交时间"": ""Wed Feb 28 18:29:41 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：108
"
