"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Wed Mar 06 09:41:56 GMT 2024","Wed Mar 06 09:42:22 GMT 2024","26080","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""19ecaebb8c76b3cdf268bb59db12ea14fdb30d2a"",
""提交时间"": ""Wed Mar  6 17:38:35 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：3，成功用例条数：108，错误信息：

"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Wed Mar 06 09:42:34 GMT 2024","Wed Mar 06 09:42:46 GMT 2024","12000","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""19ecaebb8c76b3cdf268bb59db12ea14fdb30d2a"",
""提交时间"": ""Wed Mar  6 17:38:35 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：6，成功用例条数：0，错误信息：

"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Wed Mar 06 09:42:57 GMT 2024","Wed Mar 06 09:50:14 GMT 2024","436728","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""19ecaebb8c76b3cdf268bb59db12ea14fdb30d2a"",
""提交时间"": ""Wed Mar  6 17:38:35 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Wed Mar 06 09:42:22 GMT 2024","Wed Mar 06 09:42:34 GMT 2024","11826","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""19ecaebb8c76b3cdf268bb59db12ea14fdb30d2a"",
""提交时间"": ""Wed Mar  6 17:38:35 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"skipped","Wed Mar 06 09:41:03 GMT 2024","Wed Mar 06 09:41:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
