"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:34 GMT 2024","30221","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""FILE_SYSTEM"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""54a9fce4aafff133affb08eace81c75f5886e6f8"",
""提交时间"": ""Tue Mar  5 16:56:27 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功，成功用例条数：55，失败用例条数：0，错误信息：
sh: ""####: unknown operand
sh: -c: unknown operand
sh: -c: unknown operand
sh: /aaa/bbb: unknown operand
sh: /aaa/bbb: unknown operand
sh: 1: unknown operand
sh: ls: unknown operand
abcnsh: ""abcn"": unknown operand
sh: 10: unknown operand
sh: 1: unknown operand
sh: ""####: unknown operand
sh: test.txt: unknown operand
sh: ""hello: unknown operand
sh: test.txt: unknown operand
sh: -c: unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: -C: unknown operand
sh: test.txt: unknown operand
sh: ""ccccccc"": unknown operand
sh: ""bbbbbbb"": unknown operand
sh: ""aaaaaaa"": unknown operand
sh: ""2222222"": unknown operand
sh: ""1111111"": unknown operand
sh: ""bbbbbbb"": unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: -f: unknown operand
sh: test.txt: unknown operand
sh: test.txt: unknown operand
sh: test_dir: unknown operand
sh: test_dir: unknown operand
sh: test: unknown operand
sh: hello: unknown operand
sh: busybox_cmd.txt: unknown operand
sh: busybox_cmd.bak: unknown operand
sh: -name: unknown operand
"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Tue Mar 05 08:59:55 GMT 2024","Tue Mar 05 09:00:20 GMT 2024","25463","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""FILE_SYSTEM"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""54a9fce4aafff133affb08eace81c75f5886e6f8"",
""提交时间"": ""Tue Mar  5 16:56:27 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：3，成功用例条数：108，错误信息：

"
"failed","Tue Mar 05 08:58:15 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","48113","testcase","test_arceos","","","","测试ArceOS 代码扫描 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""FILE_SYSTEM"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""54a9fce4aafff133affb08eace81c75f5886e6f8"",
""提交时间"": ""Tue Mar  5 16:56:27 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Tue Mar 05 08:59:34 GMT 2024","Tue Mar 05 08:59:55 GMT 2024","20957","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""FILE_SYSTEM"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""54a9fce4aafff133affb08eace81c75f5886e6f8"",
""提交时间"": ""Tue Mar  5 16:56:27 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：1，成功用例条数：108，错误信息：

"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Tue Mar 05 08:59:03 GMT 2024","Tue Mar 05 08:59:03 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
