"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 05:53:45 GMT 2024","Tue Feb 27 05:53:57 GMT 2024","11966","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:53:57 GMT 2024","Tue Feb 27 05:54:09 GMT 2024","12031","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:54:33 GMT 2024","Tue Feb 27 05:54:45 GMT 2024","11996","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:57:23 GMT 2024","Tue Feb 27 05:57:35 GMT 2024","11600","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:55:46 GMT 2024","Tue Feb 27 05:55:58 GMT 2024","12372","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:54:57 GMT 2024","Tue Feb 27 05:55:08 GMT 2024","11729","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:56:59 GMT 2024","Tue Feb 27 05:57:11 GMT 2024","12413","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:55:21 GMT 2024","Tue Feb 27 05:55:33 GMT 2024","12441","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:52:38 GMT 2024","Tue Feb 27 05:53:20 GMT 2024","42846","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:55:33 GMT 2024","Tue Feb 27 05:55:46 GMT 2024","12400","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:56:34 GMT 2024","Tue Feb 27 05:56:47 GMT 2024","12589","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:54:09 GMT 2024","Tue Feb 27 05:54:21 GMT 2024","12013","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:56:10 GMT 2024","Tue Feb 27 05:56:21 GMT 2024","11012","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:57:35 GMT 2024","Tue Feb 27 05:57:46 GMT 2024","11283","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:55:58 GMT 2024","Tue Feb 27 05:56:10 GMT 2024","12445","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 06:04:57 GMT 2024","Tue Feb 27 06:06:40 GMT 2024","102770","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:55:08 GMT 2024","Tue Feb 27 05:55:21 GMT 2024","12480","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:57:11 GMT 2024","Tue Feb 27 05:57:23 GMT 2024","11500","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:56:21 GMT 2024","Tue Feb 27 05:56:34 GMT 2024","12522","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:54:45 GMT 2024","Tue Feb 27 05:54:57 GMT 2024","11948","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:54:21 GMT 2024","Tue Feb 27 05:54:33 GMT 2024","11946","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:53:32 GMT 2024","Tue Feb 27 05:53:45 GMT 2024","12274","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:56:47 GMT 2024","Tue Feb 27 05:56:59 GMT 2024","12439","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:57:46 GMT 2024","Tue Feb 27 06:04:57 GMT 2024","431645","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 27 05:53:20 GMT 2024","Tue Feb 27 05:53:32 GMT 2024","11975","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
