"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 03:07:53 GMT 2024","Wed Feb 28 03:08:05 GMT 2024","11692","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"failed","Wed Feb 28 03:08:05 GMT 2024","Wed Feb 28 03:08:16 GMT 2024","11716","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：6
"
"failed","Wed Feb 28 03:06:37 GMT 2024","Wed Feb 28 03:07:30 GMT 2024","52463","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：1
"
"failed","Wed Feb 28 03:07:30 GMT 2024","Wed Feb 28 03:07:53 GMT 2024","23164","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：108
"
"passed","Wed Feb 28 03:15:38 GMT 2024","Wed Feb 28 03:17:25 GMT 2024","106453","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"passed","Wed Feb 28 03:08:16 GMT 2024","Wed Feb 28 03:08:28 GMT 2024","11643","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
"passed","Wed Feb 28 03:08:28 GMT 2024","Wed Feb 28 03:15:38 GMT 2024","430201","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""6627cf409e366af076dcef5af02b829ed9a0d579"",
""提交时间"": ""Wed Feb 28 11:04:51 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试成功
"
