"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Wed Mar 06 08:32:15 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","46654","testcase","test_arceos","","","","测试ArceOS 代码扫描 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""7c219c8c39a12cbd6ee8471f89c3f3b35fae2598"",
""提交时间"": ""Wed Mar  6 16:30:30 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"failed","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:35 GMT 2024","33182","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""x86_64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""7c219c8c39a12cbd6ee8471f89c3f3b35fae2598"",
""提交时间"": ""Wed Mar  6 16:30:30 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，失败用例条数：1，成功用例条数：108，错误信息：

"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"skipped","Wed Mar 06 08:33:02 GMT 2024","Wed Mar 06 08:33:02 GMT 2024","0","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
